,M_ac_e,M_co2_e,M_etoh_e,M_fe2_e,M_fum_e,M_glu__45__L_e,M_glyclt_e,M_h2o_e,M_h_e,M_hom__45__L_e,M_mal__45__L_e,M_nh4_e,M_o2_e,M_orot_e,M_pi_e,M_pro__45__L_e,M_pyr_e,M_so4_e,M_succ_e,objective,virtual_tag_R_constraint_reaction,M_cit_e
385,0.0,0.0,0.0,-1.0249135375347811e-05,0.0,0.0,0.0,29.800551386513074,0.0,0.0,2.8504119341421728,-16.57747140817691,-2.041783685637637,6.138584616760755,-0.2807675274787006,1.0110034490970963,0.0,-0.07536038518913676,0.0,0.30144515809846295,1.0,-10.0
386,0.0,0.0,0.0,-1.0249135375347843e-05,0.0,0.0,0.0,33.844565182901576,5.055017245485517,0.0,2.850411934142182,-17.58847485727406,-5.074794032928956,7.149588065857877,-0.2807675274786966,0.0,0.0,-0.07536038518913822,0.0,0.3014451580984588,1.0,-10.0
387,0.0,0.0,0.0,-1.0249135375347808e-05,0.0,0.0,0.0,22.049524943435294,0.0,0.0,5.377920556884925,-12.533457611788501,-1.7047825359386073,4.622079443115105,-0.28076752747869743,0.0,0.84250287424758,-0.07536038518913957,0.0,0.30144515809846484,1.0,-10.0
388,0.0,0.0,0.0,-1.0249135375347776e-05,0.0,0.0,1.4442906415672776,19.401658767228543,0.0,0.0,5.738993217276729,-11.811312291004825,-1.4640674290107183,4.261006782723269,-0.28076752747869804,0.0,0.0,-0.07536038518913932,0.0,0.30144515809845995,1.0,-10.0
417,0.0,0.0,0.0,-1.0249135375347776e-05,0.0,0.0,9.724536355866086,15.26153591007914,0.0,0.0,1.5988703601273262,-11.811312291004825,-1.4640674290107183,4.261006782723269,-0.28076752747869804,0.0,0.0,-0.07536038518913932,0.0,0.30144515809845995,1.0,-10.0
419,0.7500000000000032,5.649588065857821,0.0,-1.0249135375347776e-05,0.0,0.0,0.0,3.7462129194700178,-6.419364853301267,0.0,10.0,-3.289298725558286,0.0,0.0,-0.2807675274786989,0.0,0.0,-0.0753603851891413,0.0,0.3014451580984628,1.0,-10.0
420,1.1699975568785421,0.0,0.0,-1.024913537534779e-05,0.0,0.22354305175618264,0.0,17.003099423723686,-1.8604034995905385,0.0,6.308122306680187,-10.896597163954121,0.0,3.6918776933198254,-0.2807675274786977,0.0,0.0,-0.07536038518913825,0.0,0.301445158098461,1.0,-10.0
421,1.3935406086347295,0.0,0.0,-1.024913537534778e-05,0.0,0.0,0.0,16.779556371967494,-1.8604034995905367,0.0,6.3081223066801835,-10.673054112197933,0.0,3.691877693319822,-0.28076752747869854,0.0,0.22354305175618072,-0.07536038518913979,0.0,0.3014451580984628,1.0,-10.0
422,1.6915980109763074,0.0,0.0,-1.024913537534779e-05,0.0,0.0,0.0,16.928585073138294,-1.7113747984197516,0.0,6.233607956094792,-10.82208281336873,0.0,3.7663920439052165,-0.2807675274786977,0.0,0.0,-0.07536038518913825,0.0,0.301445158098461,1.0,-10.0
423,0.9464545051223564,0.0,0.0,-1.0249135375347779e-05,0.0,0.0,0.0,16.33247026845512,-1.8604034995905385,0.0,5.637493151411627,-10.22596800868556,0.0,3.4683346415636334,-0.2807675274786962,0.0,0.0,-0.07536038518914014,0.0,0.3014451580984609,1.0,-9.105827792975262
424,0.9464545051223564,0.0,0.0,-1.0249135375347779e-05,0.0,0.0,0.8941722070247388,15.43829806143038,-1.8604034995905385,0.0,6.531665358436366,-10.22596800868556,0.0,3.4683346415636334,-0.2807675274786962,0.0,0.0,-0.07536038518914014,0.0,0.3014451580984609,1.0,-10.0
433,0.9464545051223564,0.0,0.0,-1.0249135375347779e-05,0.0,0.0,8.38174578016391,11.694511274860794,-1.8604034995905385,0.0,2.7878785718667767,-10.22596800868556,0.0,3.4683346415636334,-0.2807675274786962,0.0,0.0,-0.07536038518914014,0.0,0.3014451580984609,1.0,-10.0
